SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
23,09:03:39,2024-07-11,Hainich_TSM,Sharath,,005,030,15min,0.001880,2.915988,0.001879,0.018420,2.136182,2.135838,3.088408,0.952226,21.412119,21.415569,30.961790,0.298530,1.800000,PSF-01225_20240711090339_142,122.012619,506.215820,0.758971,0.000000,0.000000,0.000000,0.5,0.80,3.871630,1.000000,66.13,66.12,25.27,24.51,24.51,99.75,156.0,155.8,0.1,13,4.054,08:54:16,2024-07-11,0.18,1,-0.001,0.001,0.007,0.081,0.031,-0.330,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.459065,2.444854,1.660395,0.944170,0.269850,-0.007774,0.464970,0.116262,122.012619,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711090339_142,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
24,09:04:55,2024-07-11,Hainich_TSM,Sharath,,006,030,15min,-0.002844,2.915500,-0.002847,-0.029589,2.136288,2.136841,3.145566,1.009278,21.423790,21.418247,31.537186,0.298530,1.800000,PSF-01225_20240711090455_a4f,114.865425,509.963043,0.774757,0.000000,0.000000,0.000000,0.5,0.80,3.424778,1.000000,65.88,65.89,25.33,24.82,24.82,99.74,155.9,154.8,0.7,11,4.053,08:54:16,2024-07-11,0.18,1,-0.001,0.000,-0.000,0.085,0.301,0.510,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.458790,2.444541,1.659886,0.941643,0.269159,-0.004944,0.469916,0.115060,114.865425,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711090455_a4f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
25,09:05:55,2024-07-11,Hainich_TSM,Sharath,,007,030,15min,0.006206,2.912365,0.006193,0.064664,2.119141,2.117929,3.133221,1.014080,21.234772,21.246918,31.414282,0.298530,1.800000,PSF-01225_20240711090555_e7f,180.254105,506.778351,0.644314,0.000000,0.000000,0.000000,0.5,0.80,2.178016,1.000000,65.07,65.04,25.40,24.75,24.75,99.74,155.6,144.4,7.2,8,4.051,09:05:37,2024-07-11,0.24,1,0.001,-0.001,0.001,-0.423,-0.814,-2.064,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.457746,2.443483,1.656626,0.914910,0.268399,-0.006554,0.473745,0.113223,180.254105,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711090555_e7f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
26,09:06:37,2024-07-11,Hainich_TSM,Sharath,,007,030,15min,0.006366,2.915049,0.006352,0.067778,2.127914,2.126647,3.163932,1.036017,21.322231,21.334934,31.722269,0.298530,1.800000,PSF-01225_20240711090637_1bc,135.556702,545.417908,0.751463,0.000000,0.000000,0.000000,0.5,0.80,2.675783,1.000000,65.19,65.16,25.44,24.92,24.92,99.74,155.9,146.7,5.9,9,4.048,09:05:37,2024-07-11,0.24,1,0.001,0.000,-0.002,-0.180,-0.216,-0.246,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.457884,2.443625,1.659415,0.920787,0.267989,-0.005093,0.476380,0.113541,135.556702,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711090637_1bc,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
27,09:08:47,2024-07-11,Hainich_TSM,Sharath,,008,030,15min,0.000167,2.914933,0.000167,0.001799,2.123478,2.123444,3.172113,1.048635,21.289635,21.289972,31.803585,0.298530,1.800000,PSF-01225_20240711090847_cf0,115.803482,567.986755,0.796116,0.000000,0.000000,0.000000,0.5,0.80,3.468418,1.000000,64.81,64.81,25.50,24.96,24.96,99.74,155.9,128.5,17.6,11,4.041,09:05:37,2024-07-11,0.24,1,0.003,0.001,0.005,0.242,0.036,0.061,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.457459,2.443149,1.659294,0.875484,0.267306,-0.005342,0.484617,0.114947,115.803482,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711090847_cf0,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
28,09:13:10,2024-07-11,Hainich_TSM,Sharath,,001,035,15min,0.014354,2.915196,0.014283,0.145836,2.099160,2.096434,3.090952,0.991792,21.020517,21.047855,30.992348,0.298530,1.800000,PSF-01225_20240711091310_2e0,118.389847,615.036255,0.807508,0.000000,0.000000,0.000000,0.5,0.80,2.660185,1.000000,63.90,63.82,25.55,24.53,24.53,99.73,155.9,138.1,11.4,8,4.040,09:05:37,2024-07-11,0.24,1,0.001,-0.001,-0.004,-0.031,-0.207,-0.027,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456253,2.442031,1.659569,0.899016,0.266832,-0.010948,0.501194,0.113071,118.389847,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711091310_2e0,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
29,09:14:14,2024-07-11,Hainich_TSM,Sharath,,002,035,15min,0.010355,2.914843,0.010318,0.113330,2.096857,2.094737,3.163422,1.066565,21.003241,21.024492,31.718590,0.298530,1.800000,PSF-01225_20240711091414_975,124.215607,625.447510,0.801397,0.000000,0.000000,0.000000,0.5,0.80,2.571583,1.000000,63.86,63.79,25.54,24.91,24.91,99.73,155.9,142.2,8.8,8,4.039,09:05:37,2024-07-11,0.24,1,-0.000,0.000,-0.002,0.118,0.012,-0.004,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456223,2.441978,1.659201,0.909265,0.266905,-0.006328,0.505148,0.112920,124.215607,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711091414_975,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
30,09:14:57,2024-07-11,Hainich_TSM,Sharath,,003,035,15min,0.006811,2.915114,0.006795,0.072210,2.095886,2.094536,3.127922,1.032036,21.001749,21.015285,31.363428,0.298530,1.800000,PSF-01225_20240711091457_393,118.172050,613.323914,0.807325,0.000000,0.000000,0.000000,0.5,0.80,1.208233,1.000000,63.83,63.79,25.54,24.73,24.73,99.73,155.9,146.0,6.3,4,4.038,09:05:37,2024-07-11,0.24,1,0.001,0.000,0.006,-0.074,0.069,-0.109,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456222,2.441948,1.659483,0.919005,0.266918,-0.008527,0.507717,0.109895,118.172050,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711091457_393,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
31,09:15:27,2024-07-11,Hainich_TSM,Sharath,,004,035,15min,0.012203,2.914875,0.012152,0.129419,2.099556,2.097136,3.133812,1.034255,21.028561,21.052828,31.423592,0.298530,1.800000,PSF-01225_20240711091527_356,124.277473,627.112976,0.801826,0.000000,0.000000,0.000000,0.5,0.80,1.761881,1.000000,63.95,63.87,25.54,24.76,24.76,99.73,155.9,151.9,2.6,5,4.037,09:05:37,2024-07-11,0.24,1,-0.003,-0.001,-0.002,0.029,-0.078,-0.015,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456324,2.442091,1.659234,0.933956,0.266933,-0.008142,0.509503,0.111133,124.277473,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711091527_356,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
32,09:21:24,2024-07-11,Hainich_TSM,Sharath,,005,035,15min,-0.002337,2.915400,-0.002339,-0.026530,2.084274,2.084770,3.185487,1.101213,20.905396,20.900423,31.943035,0.298530,1.800000,PSF-01225_20240711092124_caf,135.063171,538.756348,0.749306,0.000000,0.000000,0.000000,0.5,0.80,1.981759,1.000000,63.52,63.54,25.53,25.03,25.03,99.72,155.9,128.2,17.8,7,4.029,09:16:21,2024-07-11,0.28,1,-0.001,-0.000,0.000,-0.163,0.207,0.206,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455920,2.441525,1.659781,0.874704,0.267049,-0.004800,0.530774,0.111924,135.063171,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092124_caf,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
33,09:21:57,2024-07-11,Hainich_TSM,Sharath,,006,035,15min,0.001515,2.917358,0.001514,0.016967,2.082517,2.082200,3.170882,1.088365,20.878269,20.881445,31.794508,0.298530,1.800000,PSF-01225_20240711092157_484,139.520294,547.311157,0.745080,0.000000,0.000000,0.000000,0.5,0.80,1.509719,1.000000,63.50,63.49,25.52,24.95,24.95,99.73,156.2,136.0,12.9,5,4.028,09:16:21,2024-07-11,0.28,1,-0.001,-0.000,-0.002,-0.249,-0.025,-0.329,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455861,2.441496,1.661829,0.893965,0.267130,-0.005614,0.532698,0.110831,139.520294,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092157_484,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
34,09:22:38,2024-07-11,Hainich_TSM,Sharath,,007,035,15min,0.007632,2.913453,0.007612,0.079438,2.082225,2.080737,3.095866,1.013642,20.865744,20.880659,31.045511,0.298530,1.800000,PSF-01225_20240711092238_0f1,139.011383,501.791962,0.722970,0.000000,0.000000,0.000000,0.5,0.80,1.691805,1.000000,63.53,63.48,25.51,24.55,24.55,99.72,155.7,129.3,16.9,6,4.027,09:16:21,2024-07-11,0.28,1,0.000,-0.001,0.005,0.066,0.140,0.755,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455853,2.441532,1.657755,0.877523,0.267234,-0.010190,0.535048,0.111385,139.011383,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092238_0f1,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
35,09:23:15,2024-07-11,Hainich_TSM,Sharath,,007,035,15min,0.067059,2.913966,0.065550,0.695838,2.093873,2.080851,3.124784,1.030911,20.865999,20.996572,31.334166,0.298530,1.800000,PSF-01225_20240711092315_5c6,146.144272,393.242249,0.628361,0.000000,0.000000,0.000000,0.5,0.80,1.739109,1.000000,63.91,63.51,25.50,24.71,24.71,99.72,155.7,129.2,17.0,7,4.026,09:16:21,2024-07-11,0.28,1,-0.003,-0.001,-0.003,0.249,0.036,0.083,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455894,2.442003,1.658288,0.877295,0.267317,-0.008281,0.537129,0.112141,146.144272,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092315_5c6,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
36,09:24:34,2024-07-11,Hainich_TSM,Sharath,,008,035,15min,0.002710,2.914198,0.002708,0.028999,2.090076,2.089533,3.130189,1.040114,20.951166,20.956608,31.385538,0.298530,1.800000,PSF-01225_20240711092434_4e1,124.767776,598.100403,0.791393,0.000000,0.000000,0.000000,0.5,0.80,1.460952,1.000000,63.84,63.82,25.49,24.74,24.74,99.73,155.8,130.8,16.0,5,4.022,09:16:21,2024-07-11,0.28,1,0.002,0.001,0.005,0.565,0.089,0.136,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456267,2.441915,1.658529,0.881217,0.267437,-0.007809,0.541725,0.110513,124.767776,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092434_4e1,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
37,09:27:28,2024-07-11,Hainich_TSM,Sharath,,001,040,15min,0.038416,2.915058,0.037917,0.407416,2.085078,2.077459,3.128663,1.043585,20.830994,20.907387,31.371563,0.298530,1.800000,PSF-01225_20240711092728_008,120.950104,638.497681,0.810571,0.000000,0.000000,0.000000,0.5,0.80,2.305447,1.000000,63.66,63.43,25.50,24.73,24.73,99.73,155.9,129.0,17.2,7,4.020,09:26:53,2024-07-11,0.29,1,-0.002,0.000,-0.002,0.346,0.002,0.055,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455796,2.441689,1.659425,0.876750,0.267378,-0.007970,0.551482,0.112276,120.950104,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092728_008,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
38,09:28:24,2024-07-11,Hainich_TSM,Sharath,,002,040,15min,0.043355,2.915879,0.042720,0.466983,2.070629,2.061901,3.132335,1.061706,20.675301,20.762817,31.408857,0.298530,1.800000,PSF-01225_20240711092824_e5a,120.657562,603.440186,0.800050,0.000000,0.000000,0.000000,0.5,0.80,0.650967,1.000000,63.28,63.01,25.48,24.75,24.75,99.73,156.0,126.6,18.8,2,4.019,09:26:53,2024-07-11,0.29,1,-0.000,-0.001,0.001,0.146,0.202,0.095,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455288,2.441218,1.660282,0.870981,0.267530,-0.007572,0.554556,0.108689,120.657562,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092824_e5a,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
39,09:29:06,2024-07-11,Hainich_TSM,Sharath,,003,040,15min,0.004923,2.916454,0.004915,0.053553,2.068604,2.067604,3.127004,1.058399,20.731808,20.741838,31.354383,0.298530,1.800000,PSF-01225_20240711092906_38f,118.763206,623.025635,0.809377,0.000000,0.000000,0.000000,0.5,0.80,1.533644,1.000000,63.24,63.21,25.48,24.72,24.72,99.73,156.1,144.1,7.6,5,4.017,09:26:53,2024-07-11,0.29,1,0.000,0.000,0.004,0.031,-0.013,0.155,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455532,2.441176,1.660882,0.914223,0.267605,-0.007822,0.556878,0.110599,118.763206,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092906_38f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
40,09:29:58,2024-07-11,Hainich_TSM,Sharath,,003,040,15min,0.008614,2.913616,0.008588,0.095928,2.071320,2.069524,3.155985,1.084665,20.752781,20.770790,31.647596,0.298530,1.800000,PSF-01225_20240711092958_c24,118.424179,625.698547,0.810733,0.000000,0.000000,0.000000,0.5,0.80,1.941169,1.000000,63.34,63.28,25.47,24.87,24.87,99.72,155.7,130.6,16.1,6,4.015,09:26:53,2024-07-11,0.29,1,0.002,-0.001,0.003,0.208,-0.060,0.291,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455620,2.441295,1.657924,0.880523,0.267644,-0.005969,0.559696,0.111481,118.424179,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711092958_c24,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
41,09:32:03,2024-07-11,Hainich_TSM,Sharath,,004,040,15min,0.008940,2.915823,0.008913,0.101200,2.049510,2.047618,3.152291,1.102782,20.533314,20.552284,31.610872,0.298530,1.800000,PSF-01225_20240711093203_772,140.106796,658.319946,0.787175,0.000000,0.000000,0.000000,0.5,0.80,1.741004,1.000000,62.69,62.63,25.47,24.85,24.85,99.72,156.0,143.5,8.0,6,4.014,09:26:53,2024-07-11,0.29,1,-0.002,0.001,-0.002,0.214,-0.282,-0.075,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.454827,2.440498,1.660223,0.912584,0.267683,-0.006155,0.566438,0.111159,140.106796,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711093203_772,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
42,09:33:32,2024-07-11,Hainich_TSM,Sharath,,004,040,15min,0.422324,2.915008,0.368881,3.258908,2.112608,2.051682,2.971219,0.858611,20.572468,21.183382,29.792780,0.298530,1.800000,PSF-01225_20240711093332_bf8,95.535995,421.791321,0.773499,0.000000,0.000000,0.000000,0.5,0.80,1.549605,1.000000,64.64,62.78,25.46,23.87,23.87,99.73,155.9,155.4,0.3,5,4.011,09:26:53,2024-07-11,0.29,1,-0.001,-0.000,-0.004,0.087,-0.173,-0.237,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455009,2.442885,1.659373,0.943014,0.267755,-0.017584,0.571228,0.110791,95.535995,0.000217,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711093332_bf8,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
43,09:37:02,2024-07-11,Hainich_TSM,Sharath,,005,040,15min,-0.001826,2.913999,-0.001827,-0.020228,2.081893,2.082272,3.157112,1.075219,20.877989,20.874193,31.654924,0.298530,1.800000,PSF-01225_20240711093702_839,132.647034,581.840881,0.772022,0.000000,0.000000,0.000000,0.5,0.80,2.012608,1.000000,63.60,63.61,25.49,24.88,24.88,99.74,155.8,125.8,19.2,7,4.007,09:26:53,2024-07-11,0.29,1,-0.000,0.001,-0.003,-0.071,-0.220,-0.257,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.456015,2.441612,1.658322,0.868875,0.267472,-0.006090,0.582455,0.111857,132.647034,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711093702_839,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
44,09:39:58,2024-07-11,Hainich_TSM,Sharath,,006,040,15min,0.007121,2.918006,0.007104,0.077728,2.090911,2.089460,3.153533,1.062622,20.949596,20.964136,31.618322,0.298530,1.800000,PSF-01225_20240711093958_6c4,128.422379,537.125610,0.760908,0.000000,0.000000,0.000000,0.5,0.80,1.821102,1.000000,63.62,63.57,25.56,24.86,24.86,99.74,156.2,127.1,18.6,6,4.002,09:37:33,2024-07-11,0.34,1,0.001,0.000,-0.004,-0.147,-0.108,0.031,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455957,2.441552,1.662508,0.872184,0.266741,-0.007125,0.591622,0.111479,128.422379,0.000209,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711093958_6c4,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
45,09:40:46,2024-07-11,Hainich_TSM,Sharath,,007,040,15min,0.028362,2.914709,0.028088,0.313870,2.075268,2.069396,3.160503,1.085235,20.748680,20.807554,31.688604,0.298530,1.800000,PSF-01225_20240711094046_326,153.335098,581.604126,0.736358,0.000000,0.000000,0.000000,0.5,0.80,1.961530,1.000000,63.12,62.94,25.56,24.90,24.90,99.74,155.8,144.1,7.5,7,4.001,09:37:33,2024-07-11,0.34,1,0.003,-0.000,-0.003,0.249,0.612,1.401,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455197,2.440948,1.659061,0.914262,0.266691,-0.006748,0.593959,0.111957,153.335098,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094046_326,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
46,09:41:15,2024-07-11,Hainich_TSM,Sharath,,008,040,15min,0.015734,2.915639,0.015650,0.164666,2.083287,2.080209,3.105411,1.022124,20.857147,20.888010,31.136307,0.298530,1.800000,PSF-01225_20240711094115_f15,151.367065,428.572662,0.646811,0.000000,0.000000,0.000000,0.5,0.80,1.766995,1.000000,63.36,63.26,25.56,24.60,24.60,99.74,156.0,139.7,10.5,7,4.001,09:37:33,2024-07-11,0.34,1,-0.000,0.000,-9999.000,-0.178,0.007,-9999.000,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455584,2.441235,1.660031,0.903002,0.266666,-0.010221,0.595413,0.112077,151.367065,0.000216,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094115_f15,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
47,09:42:14,2024-07-11,Hainich_TSM,Sharath,,008,040,15min,0.007331,2.914517,0.007313,0.082280,2.076973,2.075433,3.169653,1.092680,20.808748,20.824184,31.779629,0.298530,1.800000,PSF-01225_20240711094214_1c5,142.768982,488.470673,0.707722,0.000000,0.000000,0.000000,0.5,0.80,1.627467,1.000000,63.12,63.07,25.58,24.95,24.95,99.74,155.8,144.6,7.2,6,4.000,09:37:33,2024-07-11,0.34,1,0.000,-0.000,0.000,0.059,-0.110,-0.083,1,150,0.001,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,1.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.455348,2.440940,1.658861,0.915431,0.266530,-0.006358,0.598302,0.111314,142.768982,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240711094214_1c5,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-07-10T17:26:45.161Z
