SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
23,11:45:27,2024-06-09,untrlues_fasy,rebecca,,004,045,030,0.028769,2.915329,0.028488,0.429659,1.022056,1.013992,2.489262,1.467206,10.238675,10.320092,25.135046,0.298530,1.800000,PSF-01225_20240609114527_d7a,151.394958,572.087646,0.735364,0.000000,0.000000,0.000000,0.5,0.80,1.258062,1.000000,33.97,33.71,24.07,20.96,20.96,99.04,155.9,132.0,15.3,4,3.875,11:37:42,2024-06-09,-0.12,1,-0.002,-0.002,-0.012,0.748,0.794,2.096,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418800,2.405005,1.659707,0.884139,0.282996,-0.034585,0.503766,0.110274,151.394958,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114527_d7a,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
24,11:46:50,2024-06-09,untrlues_fasy,rebecca,,004,063,030,0.142865,2.915033,0.136191,2.341243,1.066196,1.022264,2.736192,1.669996,10.321184,10.764736,27.625679,0.298530,1.800000,PSF-01225_20240609114650_f16,136.291977,616.599426,0.778962,0.000000,0.000000,0.000000,0.5,0.80,1.192439,1.000000,35.44,33.98,24.08,22.50,22.50,99.05,155.9,136.2,12.6,4,3.873,11:37:42,2024-06-09,-0.12,1,-0.002,-0.003,-0.009,0.072,-0.241,-0.120,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.419162,2.406949,1.659399,0.894331,0.282983,-0.017031,0.508857,0.109956,136.291977,0.000206,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114650_f16,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
25,11:47:50,2024-06-09,untrlues_fasy,rebecca,,004,069,030,0.177369,2.916847,0.167202,3.021975,1.060464,1.003835,2.815601,1.755137,10.134884,10.706619,28.426771,0.298530,1.800000,PSF-01225_20240609114750_d07,178.244598,456.432587,0.609483,0.000000,0.000000,0.000000,0.5,0.80,0.961753,1.000000,35.20,33.32,24.10,22.98,22.98,99.05,156.1,145.8,6.6,4,3.872,11:37:42,2024-06-09,-0.12,1,-0.005,-0.005,-0.015,-0.210,-0.439,-0.790,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418286,2.406632,1.661294,0.918558,0.282737,-0.011869,0.512458,0.110039,178.244598,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114750_d07,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
26,11:48:33,2024-06-09,untrlues_fasy,rebecca,,004,069,030,0.007055,2.914034,0.007038,0.125106,1.082408,1.080060,2.808424,1.726016,10.905093,10.928810,28.355963,0.298530,1.800000,PSF-01225_20240609114833_d28,175.113205,445.183044,0.606649,0.000000,0.000000,0.000000,0.5,0.80,0.932346,1.000000,35.83,35.76,24.14,22.93,22.93,99.04,155.8,137.3,11.8,4,3.872,11:48:23,2024-06-09,-0.20,1,0.001,0.003,-9999.000,-0.491,-0.025,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.421500,2.407572,1.658359,0.897261,0.282230,-0.012879,0.515000,0.109967,175.113205,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114833_d28,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
27,11:48:51,2024-06-09,untrlues_fasy,rebecca,,004,069,030,0.008135,2.916514,0.008113,0.150948,1.074013,1.071185,2.879981,1.805967,10.815950,10.844512,29.079700,0.298530,1.800000,PSF-01225_20240609114851_260,176.562317,535.470825,0.670267,0.000000,0.000000,0.000000,0.5,0.80,1.006235,1.000000,35.50,35.40,24.17,23.35,23.35,99.04,156.1,137.7,11.8,4,3.871,11:48:23,2024-06-09,-0.20,1,-0.001,0.004,-9999.000,0.008,0.065,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.421032,2.407122,1.660945,0.898184,0.281914,-0.008408,0.516068,0.109904,176.562317,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114851_260,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
28,11:49:15,2024-06-09,untrlues_fasy,rebecca,,004,069,030,0.046782,2.916197,0.046043,0.854679,1.065867,1.049846,2.867725,1.801858,10.600566,10.762339,28.956167,0.298530,1.800000,PSF-01225_20240609114915_bd7,156.286240,432.791595,0.638888,0.000000,0.000000,0.000000,0.5,0.80,0.976202,1.000000,35.18,34.65,24.19,23.28,23.28,99.04,156.0,154.5,1.0,4,3.868,11:48:23,2024-06-09,-0.20,1,-0.003,-0.004,-0.020,0.126,-0.220,-0.590,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.420034,2.406697,1.660613,0.940639,0.281650,-0.009498,0.517428,0.109951,156.286240,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609114915_bd7,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
29,11:52:19,2024-06-09,untrlues_fasy,rebecca,,002,035,035,0.020697,2.915192,0.020551,0.393923,1.014015,1.006622,2.874823,1.860808,10.165330,10.239989,29.031281,0.298530,1.800000,PSF-01225_20240609115219_51e,148.841507,666.315063,0.776620,0.000000,0.000000,0.000000,0.5,0.80,1.158349,1.000000,33.21,32.97,24.32,23.32,23.32,99.03,155.9,144.4,7.4,4,3.865,11:48:23,2024-06-09,-0.20,1,-0.002,-0.003,-0.011,-0.267,-0.333,-1.281,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.417783,2.404060,1.659565,0.914922,0.280201,-0.010536,0.528290,0.109887,148.841507,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115219_51e,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
30,11:53:36,2024-06-09,untrlues_fasy,rebecca,,002,054,035,0.027137,2.916412,0.026887,0.433369,1.038348,1.030225,2.605024,1.566676,10.404185,10.486222,26.307991,0.298530,1.800000,PSF-01225_20240609115336_907,137.056595,570.021301,0.759559,0.000000,0.000000,0.000000,0.5,0.80,1.076154,1.000000,33.96,33.69,24.35,21.70,21.70,99.02,156.0,139.9,10.3,4,3.865,11:48:23,2024-06-09,-0.20,1,-0.001,0.000,-0.017,-0.739,-1.520,-3.299,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418744,2.405054,1.660839,0.903727,0.279929,-0.029383,0.532784,0.109755,137.056595,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115336_907,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
31,11:54:23,2024-06-09,untrlues_fasy,rebecca,,002,056,035,0.012740,2.915278,0.012684,0.208434,1.035663,1.031752,2.632755,1.597092,10.419031,10.458524,26.586571,0.298530,1.800000,PSF-01225_20240609115423_033,138.582230,549.880005,0.747977,0.000000,0.000000,0.000000,0.5,0.80,1.137284,1.000000,33.86,33.73,24.35,21.87,21.87,99.03,155.9,142.2,8.8,4,3.864,11:48:23,2024-06-09,-0.20,1,-0.002,-0.004,-0.012,-0.017,0.042,-0.136,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418803,2.404930,1.659654,0.909384,0.279902,-0.027444,0.535452,0.109938,138.582230,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115423_033,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
32,11:54:54,2024-06-09,untrlues_fasy,rebecca,,002,129,035,-0.000001,2.915394,-0.000001,-0.000015,1.037813,1.037813,2.755998,1.718185,10.481186,10.481183,27.833654,0.298530,1.800000,PSF-01225_20240609115454_3dc,147.001511,698.681091,0.789601,0.000000,0.000000,0.000000,0.5,0.80,1.156928,1.000000,33.92,33.92,24.35,22.62,22.62,99.02,155.9,138.9,10.9,4,3.863,11:48:23,2024-06-09,-0.20,1,-0.000,-0.004,-0.011,-0.670,-1.649,-2.788,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.419055,2.405012,1.659776,0.901045,0.279857,-0.018916,0.537240,0.109840,147.001511,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115454_3dc,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
33,11:55:59,2024-06-09,untrlues_fasy,rebecca,,003,002,035,0.113417,2.916789,0.109172,1.972823,1.061031,1.024071,2.815390,1.754359,10.341952,10.715210,28.432251,0.298530,1.800000,PSF-01225_20240609115559_a34,151.921036,625.848755,0.757256,0.000000,0.000000,0.000000,0.5,0.80,1.157832,1.000000,34.66,33.45,24.37,22.97,22.97,99.02,156.1,150.8,3.4,4,3.861,11:48:23,2024-06-09,-0.20,1,-0.001,-0.003,-0.011,0.069,0.186,-0.285,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418422,2.405984,1.661233,0.931342,0.279714,-0.015028,0.540995,0.109953,151.921036,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115559_a34,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
34,11:57:09,2024-06-09,untrlues_fasy,rebecca,,003,058,035,0.004283,2.914395,0.004277,0.081754,1.030105,1.028570,2.885550,1.855445,10.387103,10.402605,29.139978,0.298530,1.800000,PSF-01225_20240609115709_d36,152.666336,469.038605,0.674512,0.000000,0.000000,0.000000,0.5,0.80,1.001000,1.000000,33.59,33.54,24.40,23.38,23.38,99.02,155.8,137.2,11.9,4,3.860,11:48:23,2024-06-09,-0.20,1,0.000,0.000,0.009,-0.293,0.401,1.941,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418535,2.404557,1.658734,0.896877,0.279385,-0.010678,0.544958,0.109873,152.666336,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115709_d36,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
35,11:58:25,2024-06-09,untrlues_fasy,rebecca,,003,066,035,0.013866,2.914920,0.013801,0.259153,1.043946,1.039083,2.866738,1.822792,10.493269,10.542381,28.950008,0.298530,1.800000,PSF-01225_20240609115825_d63,123.738884,529.895447,0.766484,0.000000,0.000000,0.000000,0.5,0.80,1.164803,1.000000,33.96,33.80,24.43,23.27,23.27,99.02,155.9,129.2,17.1,4,3.859,11:48:23,2024-06-09,-0.20,1,0.002,0.003,-0.014,-0.323,-0.585,-0.957,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418882,2.405048,1.659281,0.877160,0.278955,-0.012380,0.549260,0.109936,123.738884,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115825_d63,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
36,11:59:32,2024-06-09,untrlues_fasy,rebecca,,003,094,035,-0.001790,2.914334,-0.001791,-0.033654,1.077023,1.077655,2.900061,1.823038,10.883615,10.877235,29.288733,0.298530,1.800000,PSF-01225_20240609115932_9b2,148.688080,600.302002,0.752311,0.000000,0.000000,0.000000,0.5,0.80,1.442117,1.000000,34.91,34.93,24.50,23.46,23.46,99.02,155.8,128.7,17.4,5,3.858,11:59:10,2024-06-09,-0.15,1,0.006,0.004,-9999.000,-0.182,2.548,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.420366,2.406236,1.658671,0.875960,0.278279,-0.010880,0.553012,0.110638,148.688080,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609115932_9b2,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
37,12:00:20,2024-06-09,untrlues_fasy,rebecca,,003,143,035,0.013377,2.915510,0.013315,0.237902,1.024068,1.019605,2.759493,1.735425,10.296542,10.341616,27.866915,0.298530,1.800000,PSF-01225_20240609120020_7d7,149.427658,565.070618,0.735559,0.000000,0.000000,0.000000,0.5,0.80,1.229801,1.000000,33.14,33.00,24.52,22.64,22.64,99.02,155.9,144.1,7.6,4,3.857,11:59:10,2024-06-09,-0.15,1,-0.001,-0.004,-0.018,-0.365,-0.198,-0.236,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.417798,2.403879,1.659896,0.914276,0.277988,-0.020638,0.555676,0.110205,149.427658,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609120020_7d7,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
38,12:01:59,2024-06-09,untrlues_fasy,rebecca,,004,045,035,0.131506,2.915589,0.125830,2.253126,1.073376,1.031133,2.811519,1.738143,10.414171,10.840810,28.395594,0.298530,1.800000,PSF-01225_20240609120159_41f,130.389328,595.713623,0.781121,0.000000,0.000000,0.000000,0.5,0.80,1.334128,1.000000,34.72,33.36,24.53,22.95,22.95,99.01,155.9,145.7,6.6,4,3.855,11:59:10,2024-06-09,-0.15,1,-0.001,0.003,-0.009,-0.141,0.077,-0.150,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418279,2.405987,1.659978,0.918278,0.277923,-0.017171,0.561121,0.110269,130.389328,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609120159_41f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
39,12:02:43,2024-06-09,untrlues_fasy,rebecca,,004,063,035,0.073058,2.914019,0.071272,1.269603,1.089215,1.065387,2.818191,1.728976,10.760067,11.000730,28.462839,0.298530,1.800000,PSF-01225_20240609120243_288,146.701813,597.101562,0.754310,0.000000,0.000000,0.000000,0.5,0.80,1.341332,1.000000,35.23,34.46,24.53,22.99,22.99,99.01,155.8,153.8,1.2,4,3.854,11:59:10,2024-06-09,-0.15,1,-0.000,0.004,-9999.000,-0.179,0.033,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.419735,2.406651,1.658342,0.939074,0.277868,-0.016779,0.563512,0.110393,146.701813,0.000209,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609120243_288,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
40,12:04:11,2024-06-09,untrlues_fasy,rebecca,,004,069,035,0.357473,2.915538,0.318430,5.230198,1.145329,1.047335,2.739777,1.594447,10.577298,11.566970,27.669693,0.298530,1.800000,PSF-01225_20240609120411_dd1,142.583008,525.478699,0.728661,0.000000,0.000000,0.000000,0.5,0.80,1.098029,1.000000,37.02,33.85,24.54,22.53,22.53,99.02,155.9,150.8,3.3,4,3.851,11:59:10,2024-06-09,-0.15,1,0.002,0.002,-0.016,-0.359,-0.621,-1.379,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.418937,2.409012,1.659926,0.931139,0.277771,-0.022219,0.568257,0.109914,142.583008,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609120411_dd1,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
41,12:08:01,2024-06-09,untrlues_fasy,rebecca,,002,035,040,0.008296,2.915265,0.008273,0.170394,0.994104,0.990906,2.992356,1.998252,10.008370,10.040669,30.223450,0.298530,1.800000,PSF-01225_20240609120801_bb8,183.975937,654.251953,0.718800,0.000000,0.000000,0.000000,0.5,0.80,1.068179,1.000000,31.96,31.85,24.63,23.99,23.99,99.01,155.9,148.7,4.7,4,3.847,11:59:10,2024-06-09,-0.15,1,-0.000,-0.000,-0.003,-2.442,-4.140,-10.699,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.416253,2.402272,1.659641,0.925729,0.276743,-0.006471,0.580580,0.109877,183.975937,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609120801_bb8,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
42,12:09:44,2024-06-09,untrlues_fasy,rebecca,,002,054,040,0.030430,2.915293,0.030115,0.560102,1.038890,1.028383,2.844137,1.805247,10.387160,10.493279,28.727133,0.298530,1.800000,PSF-01225_20240609120944_966,113.266823,533.855103,0.787832,0.000000,0.000000,0.000000,0.5,0.80,1.223883,1.000000,33.33,32.99,24.67,23.14,23.14,99.01,155.9,147.7,5.3,4,3.845,12:09:23,2024-06-09,-0.12,1,0.000,0.001,-0.015,-0.018,-0.321,-1.138,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.417775,2.404069,1.659670,0.923361,0.276382,-0.016610,0.586015,0.109996,113.266823,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609120944_966,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
43,12:10:26,2024-06-09,untrlues_fasy,rebecca,,002,056,040,0.012413,2.915990,0.012360,0.206086,1.002554,0.998689,2.622950,1.620396,10.087846,10.126885,26.494648,0.298530,1.800000,PSF-01225_20240609121026_9d6,135.571365,556.343811,0.756317,0.000000,0.000000,0.000000,0.5,0.80,1.243375,1.000000,32.17,32.04,24.66,21.81,21.81,99.00,156.0,146.0,6.4,4,3.845,12:09:23,2024-06-09,-0.12,1,0.003,0.004,-9999.000,0.686,1.162,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.416507,2.402512,1.660398,0.919090,0.276406,-0.031812,0.588151,0.110156,135.571365,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609121026_9d6,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
44,12:11:14,2024-06-09,untrlues_fasy,rebecca,,002,129,040,0.058845,2.914235,0.057681,1.125574,1.021169,1.000035,2.914621,1.893452,10.101470,10.314942,29.440912,0.298530,1.800000,PSF-01225_20240609121114_e45,156.621338,688.178650,0.772412,0.000000,0.000000,0.000000,0.5,0.80,1.326135,1.000000,32.79,32.11,24.65,23.55,23.55,99.00,155.8,143.3,8.0,4,3.843,12:09:23,2024-06-09,-0.12,1,-0.002,-0.003,-0.010,-0.315,-0.367,-1.073,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.416603,2.403353,1.658568,0.912117,0.276561,-0.011738,0.590589,0.110285,156.621338,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609121114_e45,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
45,12:12:37,2024-06-09,untrlues_fasy,rebecca,,003,002,040,0.054664,2.916210,0.053658,1.039240,1.009019,0.989535,2.888574,1.879555,9.995938,10.192756,29.179359,0.298530,1.800000,PSF-01225_20240609121237_d78,128.909119,580.379272,0.777888,0.000000,0.000000,0.000000,0.5,0.80,1.111889,1.000000,32.44,31.81,24.63,23.40,23.40,98.99,156.0,150.7,3.4,4,3.841,12:09:23,2024-06-09,-0.12,1,-0.000,0.002,0.013,-0.128,-0.365,-1.363,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.416197,2.402878,1.660627,0.931056,0.276757,-0.013251,0.594859,0.109777,128.909119,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609121237_d78,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
46,12:13:29,2024-06-09,untrlues_fasy,rebecca,,003,058,040,0.015437,2.915441,0.015356,0.264504,1.019589,1.014628,2.692877,1.673288,10.248737,10.298856,27.200712,0.298530,1.800000,PSF-01225_20240609121329_ce2,182.199234,605.920288,0.699302,0.000000,0.000000,0.000000,0.5,0.80,1.143837,1.000000,32.79,32.63,24.63,22.24,22.24,99.00,155.9,144.0,7.6,4,3.841,12:09:23,2024-06-09,-0.12,1,0.002,-0.002,-9999.000,0.025,0.951,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.417298,2.403353,1.659825,0.914007,0.276833,-0.026452,0.597459,0.110141,182.199234,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609121329_ce2,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
47,12:14:48,2024-06-09,untrlues_fasy,rebecca,,003,066,040,0.000381,2.914301,0.000381,0.007458,1.003907,1.003767,2.903351,1.899444,10.139446,10.140862,29.327890,0.298530,1.800000,PSF-01225_20240609121448_b4e,136.794098,625.564087,0.781327,0.000000,0.000000,0.000000,0.5,0.80,1.271044,1.000000,32.33,32.32,24.60,23.48,23.48,99.00,155.8,133.8,14.1,4,3.840,12:09:23,2024-06-09,-0.12,1,-0.001,-0.000,-9999.000,-0.803,-0.472,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.416888,2.402735,1.658637,0.888574,0.277072,-0.011939,0.601457,0.110125,136.794098,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240609121448_b4e,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-09T08:42:34.079Z
